year	month	globe	globe_land	globe_ocean	nh	nh_land	nh_ocean	sh	sh_land	sh_ocean	trpcs	trpcs_land	trpcs_ocean	noext	noext_land	noext_ocean	soext	soext_land	soext_ocean	nopol	nopol_land	nopol_ocean	sopol	sopol_land	sopol_ocean	usa48	usa49	aust
2012	7	-0.11	-0.07	-0.13	0.04	0.23	-0.09	-0.27	-0.75	-0.16	-0.09	-0.1	-0.08	0.11	0.35	-0.1	-0.36	-1.32	-0.2	0.2	0.46	-0.11	-1.34	-2.18	-0.95	0.54	0.38	-1.08
2012	8	-0.05	-0.06	-0.05	-0.08	-0.04	-0.11	-0.01	-0.09	0	-0.08	-0.08	-0.09	-0.06	0	-0.11	0	-0.19	0.03	-0.28	-0.4	-0.14	-0.28	-0.51	-0.17	0.13	0.15	-0.33
2012	9	0.04	0.08	0.03	0	0.12	-0.08	0.09	-0.02	0.11	-0.04	-0.13	-0.01	0.04	0.21	-0.11	0.13	-0.03	0.16	0.26	0.56	-0.09	-0.37	-0.8	-0.17	-0.31	-0.37	0.55
2012	10	0.06	0.01	0.08	-0.02	-0.16	0.07	0.13	0.38	0.08	0.04	0.08	0.03	-0.04	-0.2	0.1	0.18	0.54	0.11	0.17	0.09	0.26	0.49	1.02	0.25	-0.61	-0.41	0.21
2012	11	0.03	0.2	-0.04	0	0.1	-0.07	0.06	0.41	-0.01	0.12	0.08	0.13	-0.07	0.09	-0.21	0.03	0.7	-0.09	0.39	0.15	0.67	0.64	1.22	0.36	-0.16	-0.16	0.37
2012	12	0	-0.16	0.07	-0.24	-0.44	-0.1	0.24	0.49	0.19	0.06	0.02	0.07	-0.39	-0.59	-0.22	0.34	0.92	0.24	-0.15	-0.3	0.04	1.42	2.08	1.11	-0.11	-0.33	-0.02
2013	1	0.31	0.28	0.32	0.24	0.13	0.31	0.38	0.64	0.33	0.31	0.36	0.3	0.17	0.06	0.28	0.45	0.87	0.37	0.25	-0.04	0.57	1.27	1.35	1.23	0.67	0.76	0.84
2013	2	-0.03	-0.06	-0.02	0.03	0	0.05	-0.09	-0.2	-0.07	0.1	0.2	0.07	-0.01	-0.07	0.04	-0.19	-0.44	-0.14	-0.34	-0.35	-0.34	-0.11	-0.4	0.03	-0.99	-0.99	-0.95
2013	3	-0.02	0.02	-0.04	0.02	0.07	-0.02	-0.06	-0.1	-0.05	0.11	0.29	0.06	-0.06	0	-0.11	-0.13	-0.36	-0.08	-0.58	-1.08	0	-0.42	-0.64	-0.31	-1.17	-1.04	0.53
2013	4	-0.07	-0.19	-0.02	-0.12	-0.24	-0.04	-0.02	-0.08	-0.01	0.06	0.09	0.05	-0.2	-0.32	-0.1	-0.06	-0.22	-0.04	-0.66	-0.65	-0.67	-0.15	-0.72	0.11	-0.55	-0.81	-0.12
2013	5	-0.12	0.05	-0.19	-0.09	0.09	-0.21	-0.15	-0.04	-0.17	-0.07	0.09	-0.11	-0.09	0.11	-0.28	-0.2	-0.19	-0.21	-0.41	-0.08	-0.79	-0.57	-0.67	-0.53	-0.3	-0.45	0.36
2013	6	0.07	0.22	0.02	0.09	0.23	-0.01	0.06	0.2	0.03	-0.03	0.08	-0.07	0.16	0.28	0.05	0.1	0.25	0.08	0.4	0.63	0.14	-0.4	0.46	-0.8	0.22	0.49	0.1
2013	7	-0.09	-0.12	-0.08	-0.12	-0.12	-0.12	-0.06	-0.12	-0.05	-0.23	-0.15	-0.25	-0.07	-0.1	-0.04	0.04	-0.15	0.07	0.08	0	0.18	-1.02	-0.94	-1.05	-0.27	-0.13	0.24
2013	8	-0.07	0.05	-0.12	-0.11	-0.04	-0.16	-0.03	0.26	-0.1	-0.18	-0.16	-0.19	-0.06	0.02	-0.13	0.02	0.49	-0.06	-0.06	0.15	-0.3	0.34	1.15	-0.04	-0.25	-0.15	0.81
2013	9	0.06	0.3	-0.04	0.09	0.07	0.1	0.02	0.81	-0.14	-0.02	0.04	-0.04	0.14	0.09	0.19	0.05	1.34	-0.18	-0.02	-0.05	0.01	1.13	3.1	0.19	0.6	0.48	0.82
2013	10	0.03	0.22	-0.05	0.12	0.21	0.06	-0.07	0.24	-0.13	-0.15	-0.12	-0.17	0.25	0.29	0.2	-0.01	0.51	-0.1	0.07	0.28	-0.18	0.2	0.9	-0.14	-0.6	-0.16	0.75
2013	11	-0.09	0.13	-0.17	-0.1	0.12	-0.24	-0.07	0.18	-0.12	-0.16	-0.11	-0.17	-0.08	0.16	-0.29	-0.01	0.45	-0.1	-0.75	-0.35	-1.22	-0.22	0.84	-0.72	-0.19	-0.17	-0.17
2013	12	0.02	0.08	-0.01	-0.01	-0.07	0.02	0.05	0.42	-0.03	-0.12	-0.09	-0.13	0.04	-0.05	0.12	0.14	0.78	0.02	0.17	0.51	-0.21	0.93	1.38	0.72	-0.68	-0.26	0.13
2014	1	0.06	0.08	0.05	0.1	0.04	0.13	0.03	0.18	-0.01	-0.22	-0.16	-0.23	0.25	0.07	0.41	0.16	0.49	0.1	0.62	0.24	1.06	0.37	0.85	0.14	-0.56	0.08	0.46
2014	2	-0.02	-0.2	0.05	0.01	-0.2	0.14	-0.05	-0.2	-0.02	-0.19	-0.17	-0.2	0.11	-0.21	0.39	0.03	-0.2	0.08	0.99	0.59	1.46	-0.32	-0.33	-0.32	-0.75	-0.6	-0.12
2014	3	-0.03	-0.08	0	0.03	0.08	-0.01	-0.08	-0.44	0	-0.13	-0.13	-0.13	0.09	0.13	0.05	-0.03	-0.66	0.09	0.48	0.47	0.5	-0.3	-0.69	-0.12	-0.53	-0.29	-0.49
2014	4	-0.01	0.03	-0.02	0.07	0.12	0.05	-0.09	-0.18	-0.08	-0.02	-0.08	0	0.09	0.17	0.03	-0.1	-0.26	-0.08	-0.23	-0.1	-0.37	-0.28	-0.61	-0.12	0	0.07	0.5
2014	5	0.12	0.21	0.08	0.08	0.09	0.07	0.15	0.5	0.08	0.04	0.02	0.05	0.12	0.13	0.11	0.19	0.76	0.09	0.23	0.43	0	0.73	1.54	0.35	-0.21	0.02	0.34
2014	6	0.12	-0.01	0.17	0.02	-0.1	0.1	0.22	0.21	0.22	0.34	0.44	0.31	-0.15	-0.23	-0.08	0.15	-0.02	0.18	-0.27	-0.35	-0.18	-0.79	-0.6	-0.88	-0.3	-0.47	0.39
2014	7	0.08	-0.1	0.15	0.05	-0.08	0.13	0.12	-0.14	0.17	0.24	0.21	0.25	-0.07	-0.19	0.03	0.07	-0.3	0.14	0.03	0.09	-0.03	-0.15	-0.77	0.14	-0.49	-0.48	0.31
2014	8	-0.06	-0.08	-0.06	-0.04	-0.07	-0.03	-0.08	-0.12	-0.08	-0.13	-0.13	-0.13	0	-0.05	0.05	-0.06	-0.11	-0.05	0.1	0.13	0.06	0.01	-0.21	0.11	-0.53	-0.5	-1.02
2014	9	-0.01	0.04	-0.03	-0.11	-0.14	-0.08	0.08	0.46	0	-0.02	-0.05	-0.02	-0.14	-0.15	-0.12	0.12	0.78	0	-0.63	-0.6	-0.67	0.53	1.39	0.12	0.16	0.24	0.09
2014	10	0.09	0.16	0.06	0.08	0.07	0.1	0.09	0.37	0.03	0.03	0.08	0.02	0.11	0.07	0.14	0.11	0.56	0.04	-0.21	-0.3	-0.11	0.05	0.06	0.05	0.82	0.61	0.64
2014	11	0.1	-0.04	0.16	0.12	-0.12	0.28	0.09	0.15	0.07	0.11	0.05	0.13	0.12	-0.16	0.38	0.08	0.21	0.05	0.66	0.42	0.93	0.02	0.37	-0.15	-1.09	-0.5	0.56
2014	12	0.1	0.18	0.07	0.19	0.32	0.1	0.02	-0.12	0.05	0.13	0.09	0.14	0.21	0.36	0.08	-0.04	-0.23	0	0.12	0.38	-0.18	-0.6	-0.78	-0.52	0.66	0.85	0.27
2015	1	0.16	0.26	0.13	0.31	0.43	0.23	0.02	-0.11	0.05	0.04	-0.1	0.08	0.45	0.55	0.36	0.01	-0.08	0.02	-0.21	0.06	-0.53	-0.08	-0.12	-0.06	0.94	1.1	-0.22
2015	2	0.04	0.24	-0.03	0.12	0.35	-0.02	-0.03	-0.02	-0.04	-0.18	0.01	-0.24	0.28	0.43	0.15	0.04	-0.01	0.05	-0.18	0.14	-0.55	0.03	0.09	0.01	0.22	0.48	0
2015	3	0.06	0.2	0.01	0.12	0.26	0.04	0.01	0.08	-0.01	-0.05	-0.11	-0.03	0.22	0.38	0.08	0.02	0.13	0	-0.08	0.09	-0.27	0.13	0.14	0.12	1.57	1.38	0.14
2015	4	-0.03	-0.08	-0.01	0.03	0.02	0.03	-0.09	-0.32	-0.04	-0.02	-0.12	0.01	0.07	0.06	0.07	-0.13	-0.48	-0.07	0.11	-0.1	0.35	-0.55	-0.82	-0.42	0.22	0.07	-0.64
2015	5	0.14	0.14	0.14	0.15	0.17	0.14	0.13	0.06	0.15	0.14	0.1	0.15	0.15	0.18	0.12	0.14	0.07	0.16	0.19	0.4	-0.06	0.22	-0.36	0.49	-0.38	0.04	0.03
2015	6	0.18	0.19	0.18	0.21	0.2	0.21	0.15	0.16	0.15	0.31	0.34	0.3	0.16	0.17	0.16	0.06	0	0.07	0.07	0.16	-0.04	-0.95	-0.95	-0.95	0.87	0.81	0.45
2015	7	0.02	-0.07	0.06	0.12	0.07	0.14	-0.07	-0.4	0	0.31	0.43	0.27	0.01	-0.03	0.03	-0.26	-1	-0.12	-0.08	-0.12	-0.02	-1.28	-1.9	-0.98	-0.17	-0.22	-0.59
2015	8	0.13	-0.08	0.21	0.06	-0.07	0.15	0.19	-0.11	0.25	0.38	0.41	0.37	-0.1	-0.19	-0.03	0.09	-0.53	0.2	-0.36	-0.37	-0.35	-0.7	-1.58	-0.29	-0.15	-0.22	-0.44
2015	9	0.09	-0.08	0.15	0.16	0.03	0.25	0.01	-0.31	0.08	0.4	0.44	0.39	0.04	-0.06	0.13	-0.21	-0.96	-0.07	-0.06	-0.15	0.05	-1	-1.85	-0.6	0.58	0.3	-0.6
2015	10	0.28	0.41	0.23	0.46	0.45	0.48	0.09	0.33	0.04	0.42	0.45	0.41	0.48	0.45	0.51	-0.07	0.24	-0.13	0.34	0.25	0.45	-0.32	0.2	-0.56	1.19	1.28	0.41
2015	11	0.21	0.35	0.16	0.31	0.43	0.24	0.11	0.18	0.09	0.41	0.42	0.41	0.28	0.45	0.13	-0.07	-0.07	-0.07	-0.38	-0.3	-0.46	-0.58	-0.36	-0.69	0.79	0.47	0.57
2015	12	0.35	0.45	0.32	0.47	0.54	0.42	0.24	0.26	0.24	0.51	0.25	0.59	0.46	0.65	0.3	0.08	0.16	0.06	-0.53	-0.26	-0.83	0.17	0.06	0.22	1.36	1.03	0.18
2016	1	0.42	0.42	0.42	0.57	0.56	0.58	0.27	0.09	0.31	0.77	0.57	0.82	0.48	0.61	0.37	0	-0.43	0.08	2.12	2.26	1.96	-0.49	-0.86	-0.32	-0.61	-0.15	-0.76
2016	2	0.7	0.92	0.62	0.97	1.16	0.84	0.44	0.37	0.45	0.88	0.8	0.91	1	1.25	0.76	0.22	0.04	0.25	1.25	1.33	1.16	-0.52	-0.79	-0.39	0.96	1.06	0.44
2016	3	0.64	0.82	0.57	0.8	0.99	0.68	0.48	0.45	0.49	1.01	1	1.02	0.69	0.99	0.42	0.21	0.04	0.24	1.25	1.3	1.19	-0.39	-0.26	-0.44	1.1	1.16	0.48
2016	4	0.61	0.72	0.56	0.7	0.78	0.66	0.51	0.6	0.49	0.84	0.72	0.88	0.64	0.82	0.47	0.33	0.43	0.32	1.48	1.68	1.24	0.23	0.06	0.31	0.6	0.79	0.85
2016	5	0.42	0.42	0.41	0.46	0.32	0.55	0.37	0.66	0.31	0.59	0.48	0.62	0.41	0.27	0.54	0.24	0.8	0.14	0.77	0.57	1	1	1.5	0.77	-0.66	-0.25	1.32
2016	6	0.21	0.14	0.24	0.34	0.33	0.34	0.08	-0.3	0.16	0.24	0.14	0.26	0.4	0.39	0.42	-0.02	-0.67	0.09	0.55	0.7	0.39	-1.1	-1.88	-0.73	1.05	0.94	0.93
2016	7	0.26	0.29	0.24	0.31	0.33	0.3	0.2	0.21	0.2	0.31	0.35	0.29	0.34	0.36	0.33	0.12	-0.01	0.15	0.2	0.34	0.04	0.12	-0.72	0.52	0.15	0.22	0.88
2016	8	0.32	0.49	0.25	0.43	0.46	0.41	0.21	0.56	0.14	0.36	0.3	0.38	0.45	0.5	0.41	0.15	0.77	0.04	0.64	0.86	0.39	0.58	1.56	0.12	0.01	0.2	0.09
2016	9	0.3	0.37	0.27	0.36	0.56	0.23	0.24	-0.07	0.3	0.22	0.19	0.23	0.42	0.64	0.23	0.26	-0.22	0.34	1.02	1	1.05	-0.17	-0.67	0.07	0.35	0.33	-0.2
2016	10	0.28	0.12	0.34	0.27	0	0.44	0.29	0.4	0.26	0.35	0.37	0.35	0.23	-0.09	0.52	0.25	0.42	0.22	1.37	0.57	2.29	1.06	0.94	1.12	1.01	1.37	0.15
2016	11	0.35	0.39	0.33	0.3	0.31	0.29	0.39	0.58	0.35	0.27	0.28	0.26	0.3	0.31	0.3	0.47	0.83	0.41	0.7	0.25	1.22	1.27	1.89	0.98	1.84	1.57	0.02
2016	12	0.16	0.17	0.16	0.14	0.08	0.19	0.18	0.38	0.13	0.13	0.11	0.13	0.15	0.05	0.24	0.21	0.66	0.13	-0.09	-0.6	0.5	0.62	0.96	0.46	-0.14	-0.15	0.4
2017	1	0.26	0.4	0.2	0.23	0.41	0.12	0.28	0.35	0.26	0.06	0.14	0.04	0.32	0.44	0.2	0.4	0.65	0.36	0.66	0.6	0.72	0.64	0.51	0.71	0.21	0.23	1.13
2017	2	0.3	0.56	0.2	0.42	0.67	0.27	0.18	0.31	0.16	0.01	-0.07	0.04	0.64	0.86	0.43	0.28	0.61	0.22	1.09	1.08	1.09	0.51	0.93	0.31	2.06	1.8	0.35
2017	3	0.18	0.5	0.05	0.28	0.6	0.07	0.08	0.28	0.03	0.02	0.09	0	0.39	0.72	0.1	0.13	0.49	0.07	1.08	1.37	0.75	0.13	0.35	0.03	1.14	0.69	0.99
2017	4	0.18	0.17	0.19	0.18	0.26	0.13	0.19	-0.03	0.23	0.13	0.11	0.14	0.19	0.29	0.1	0.23	-0.1	0.29	-0.15	-0.27	0	-0.15	-0.46	0	0.89	0.95	0.39
2017	5	0.32	0.31	0.33	0.21	0.21	0.22	0.43	0.53	0.41	0.29	0.3	0.29	0.22	0.23	0.2	0.46	0.58	0.44	-0.15	-0.32	0.05	0.6	0.84	0.49	-0.01	-0.1	0.2
2017	6	0.09	0.08	0.09	0.15	0.15	0.15	0.03	-0.09	0.05	0.26	0.42	0.21	0.11	0.13	0.09	-0.11	-0.62	-0.02	-0.22	-0.13	-0.32	-1.34	-2.39	-0.84	0.35	0.32	0.3
2017	7	0.17	0.18	0.16	0.14	0.09	0.18	0.19	0.41	0.14	0.35	0.43	0.32	0.07	0.03	0.1	0.07	0.29	0.04	-0.42	-0.45	-0.39	-0.76	-1.03	-0.64	0.44	0.54	0.77
2017	8	0.29	0.25	0.31	0.29	0.31	0.28	0.29	0.1	0.33	0.32	0.42	0.3	0.27	0.3	0.24	0.28	-0.19	0.37	0.34	0.82	-0.21	-0.45	-1.08	-0.15	-0.59	-0.58	0.68
2017	9	0.39	0.39	0.4	0.37	0.46	0.31	0.42	0.23	0.46	0.38	0.45	0.36	0.39	0.48	0.31	0.41	0.03	0.48	0.86	0.77	0.95	-0.72	-1.17	-0.51	0.08	0.14	0.44
2017	10	0.47	0.53	0.45	0.48	0.53	0.44	0.47	0.55	0.45	0.33	0.5	0.28	0.54	0.53	0.54	0.56	0.61	0.55	0.53	0.22	0.89	0.98	1.35	0.81	0.99	0.9	0.72
2017	11	0.22	0.14	0.25	0.19	0.17	0.2	0.25	0.07	0.29	0.12	0.16	0.11	0.21	0.15	0.26	0.34	0.06	0.39	0.39	0.3	0.49	0.32	0.4	0.28	1.28	1.4	-0.18
2017	12	0.31	0.53	0.22	0.43	0.64	0.29	0.19	0.26	0.18	0.14	0.29	0.1	0.57	0.72	0.44	0.23	0.28	0.22	1.28	1.52	1	0.17	0.34	0.08	0.29	0.68	0.29
2018	1	0.15	0.36	0.06	0.35	0.51	0.25	-0.06	0.04	-0.08	-0.2	-0.15	-0.21	0.62	0.65	0.59	0.04	0.26	0	1.05	0.95	1.16	0.06	0.59	-0.18	0.54	0.65	0.27
2018	2	0.08	0.01	0.11	0.06	-0.04	0.13	0.11	0.12	0.11	-0.07	0.17	-0.14	0.16	-0.11	0.4	0.17	0.11	0.18	0.93	0.43	1.5	0.2	0.05	0.27	0.78	1	0.25
2018	3	0.15	0.39	0.05	0.24	0.47	0.1	0.05	0.23	0.02	-0.02	0.12	-0.06	0.36	0.55	0.19	0.12	0.34	0.08	-0.55	-0.51	-0.6	0.14	0.22	0.1	-0.47	-0.2	0.56
2018	4	0.09	0.34	-0.01	0.16	0.24	0.11	0.01	0.57	-0.1	-0.24	-0.28	-0.23	0.36	0.38	0.34	0.16	1.19	-0.03	0.62	0.43	0.83	0.95	1.77	0.55	-0.06	0.02	0.65
2018	5	0.04	0.23	-0.04	0.21	0.31	0.15	-0.13	0.06	-0.17	-0.11	-0.05	-0.13	0.38	0.4	0.37	-0.14	0.16	-0.2	-0.18	-0.45	0.13	-0.21	0.37	-0.48	1.8	1.41	-0.3
2018	6	0.06	0.19	0.01	0.18	0.28	0.11	-0.05	0	-0.06	-0.04	0	-0.05	0.32	0.37	0.27	-0.08	-0.07	-0.09	0.51	0.48	0.53	-0.08	0.34	-0.28	0.99	0.71	-0.65
2018	7	0.17	0.4	0.08	0.23	0.41	0.12	0.11	0.37	0.06	0.1	0.15	0.09	0.3	0.5	0.13	0.11	0.48	0.05	0.12	0.11	0.13	0.32	0.47	0.25	0.29	0.33	1.08
2018	8	0.06	0.22	0	0.08	0.22	-0.01	0.04	0.21	0	-0.04	-0.05	-0.03	0.16	0.3	0.03	0.05	0.38	0	-0.06	0.01	-0.15	0.17	1.01	-0.24	-0.04	-0.04	0.11
2018	9	-0.03	-0.07	-0.02	-0.02	-0.08	0.01	-0.04	-0.04	-0.04	0.05	0.09	0.04	-0.06	-0.09	-0.03	-0.1	-0.24	-0.07	-0.01	0.01	-0.02	-0.6	-0.95	-0.44	0.61	0.92	-0.01
2018	10	0.04	0.1	0.01	0.09	0.11	0.09	-0.02	0.08	-0.04	0.17	0.18	0.17	0.07	0.09	0.06	-0.14	-0.01	-0.17	0.8	0.98	0.6	-0.44	-0.13	-0.58	-0.04	0.34	0.17
2018	11	0.12	-0.02	0.18	0.09	-0.12	0.22	0.16	0.18	0.16	0.33	0.37	0.32	-0.05	-0.24	0.12	0.08	0.02	0.09	0.39	0.32	0.47	-0.26	-0.5	-0.15	-1.28	-0.74	0.41
2018	12	0.13	0.2	0.1	0.21	0.16	0.24	0.04	0.28	-0.01	0.17	0.1	0.2	0.22	0.17	0.27	-0.02	0.47	-0.1	0.54	0.59	0.48	-0.33	0.4	-0.67	-0.03	-0.07	1.1
2019	1	0.24	0.18	0.26	0.19	0.15	0.22	0.29	0.23	0.3	0.26	0.26	0.26	0.14	0.1	0.18	0.32	0.29	0.32	-0.49	-0.49	-0.49	-0.07	-0.26	0.01	0.37	0.37	0.9
2019	2	0.21	0.18	0.23	0.25	0.08	0.35	0.18	0.41	0.13	0.3	0.23	0.32	0.22	0.06	0.37	0.11	0.49	0.04	0.76	0.73	0.78	0.64	1.14	0.41	-0.24	0.13	-0.05
2019	3	0.22	0.27	0.2	0.25	0.25	0.25	0.18	0.32	0.15	0.31	0.28	0.32	0.19	0.25	0.13	0.15	0.31	0.12	0.73	1.22	0.17	0.18	0.4	0.07	-0.83	-0.13	0.38
2019	4	0.32	0.25	0.35	0.22	0.12	0.28	0.43	0.53	0.41	0.44	0.47	0.43	0.11	0.04	0.17	0.41	0.54	0.39	0.52	0.14	0.97	0.29	0.25	0.3	0.38	0.33	0.72
2019	5	0.2	0.09	0.24	0.13	0.01	0.2	0.27	0.27	0.27	0.27	0.34	0.25	0.06	-0.05	0.17	0.25	0.14	0.27	0.67	0.76	0.56	-0.23	-0.53	-0.1	-0.71	-0.47	0.32
2019	6	0.34	0.19	0.4	0.27	0.17	0.33	0.41	0.22	0.45	0.49	0.49	0.49	0.16	0.12	0.19	0.36	-0.07	0.44	0.64	0.6	0.7	-0.21	-1.45	0.38	-0.76	-0.49	0.12
2019	7	0.23	0.33	0.2	0.16	0.14	0.17	0.31	0.75	0.22	0.25	0.42	0.2	0.13	0.09	0.16	0.33	0.93	0.22	0.19	0.06	0.33	0.45	1.07	0.16	-0.01	0.24	0.52
2019	8	0.25	0.28	0.24	0.24	0.23	0.25	0.26	0.4	0.24	0.26	0.23	0.27	0.26	0.25	0.26	0.24	0.46	0.2	0.26	0.32	0.19	0.42	0.43	0.42	0.11	0.19	0.03
2019	9	0.44	0.49	0.41	0.46	0.5	0.44	0.41	0.47	0.39	0.41	0.59	0.36	0.51	0.5	0.53	0.38	0.29	0.4	0.51	0.39	0.65	-0.01	-0.33	0.14	0.88	0.95	0.35
2019	10	0.27	0.55	0.16	0.43	0.55	0.35	0.11	0.54	0.02	0.14	0.15	0.13	0.59	0.66	0.53	0.07	0.79	-0.05	0.68	0.73	0.62	0.82	1.32	0.59	-0.27	-0.06	0.28
2019	11	0.39	0.53	0.34	0.39	0.36	0.42	0.39	0.91	0.28	0.39	0.49	0.37	0.41	0.33	0.49	0.37	1.2	0.22	0.27	0.55	-0.05	1.26	1.67	1.07	0.1	0.5	0.28
2019	12	0.43	0.67	0.34	0.5	0.64	0.41	0.36	0.74	0.28	0.44	0.49	0.43	0.53	0.68	0.4	0.31	0.93	0.2	0.53	0.49	0.59	1.27	1.52	1.14	0.69	0.7	0.88
2020	1	0.41	0.57	0.35	0.44	0.54	0.38	0.39	0.65	0.33	0.5	0.54	0.49	0.41	0.55	0.28	0.33	0.69	0.27	-0.22	-0.08	-0.37	0.7	0.86	0.63	0.59	0.11	0.46
2020	2	0.57	0.73	0.51	0.71	0.85	0.63	0.44	0.47	0.43	0.6	0.57	0.61	0.75	0.92	0.6	0.37	0.39	0.37	-0.28	0.23	-0.87	0.79	0.54	0.91	0.16	-0.18	0.26
2020	3	0.34	0.39	0.32	0.42	0.51	0.36	0.25	0.11	0.28	0.51	0.56	0.49	0.37	0.48	0.27	0.12	-0.18	0.17	-0.95	-0.54	-1.42	-0.32	-0.94	-0.03	0.87	0.87	0.04
2020	4	0.26	0.37	0.22	0.27	0.23	0.3	0.24	0.67	0.15	0.35	0.4	0.33	0.23	0.17	0.28	0.2	0.93	0.07	0.63	0.74	0.51	0.86	1.47	0.57	-0.64	-0.36	0.85
2020	5	0.41	0.49	0.38	0.41	0.42	0.41	0.42	0.64	0.37	0.53	0.47	0.55	0.35	0.4	0.3	0.36	0.79	0.28	0.8	0.79	0.82	0.58	1.25	0.26	0.07	0.21	-0.11
2020	6	0.29	0.32	0.28	0.27	0.23	0.29	0.32	0.52	0.27	0.31	0.43	0.27	0.26	0.2	0.31	0.31	0.51	0.27	0.49	0.45	0.54	-0.05	0.03	-0.09	0.25	0.09	1.04
2020	7	0.3	0.36	0.28	0.29	0.21	0.34	0.32	0.71	0.23	0.28	0.41	0.24	0.32	0.19	0.43	0.31	0.82	0.22	0.23	0.02	0.48	0.67	1.32	0.37	0.42	0.29	0.32
2020	8	0.3	0.35	0.28	0.34	0.35	0.33	0.26	0.34	0.25	0.44	0.59	0.4	0.31	0.33	0.29	0.14	0.03	0.16	0.3	0.15	0.46	-0.59	-0.23	-0.75	0.36	0.25	0.32
2020	9	0.4	0.6	0.32	0.41	0.55	0.32	0.38	0.7	0.32	0.28	0.38	0.25	0.5	0.63	0.38	0.42	0.84	0.34	0.24	0.47	-0.03	0.43	1.03	0.15	0.73	0.62	0.74
2020	10	0.36	0.47	0.31	0.5	0.52	0.49	0.21	0.37	0.18	0.21	0.37	0.16	0.64	0.57	0.71	0.23	0.33	0.21	0.91	0.79	1.05	-0.45	-0.23	-0.55	0.89	0.83	0.07
2020	11	0.38	0.63	0.29	0.51	0.73	0.37	0.26	0.42	0.22	0.15	0.27	0.12	0.69	0.85	0.55	0.32	0.53	0.29	1.08	1.04	1.12	-0.24	0.04	-0.37	1.47	1.27	1.35
2020	12	0.15	0.1	0.17	0.11	0.18	0.07	0.19	-0.09	0.25	-0.06	0.17	-0.13	0.17	0.15	0.19	0.36	-0.19	0.46	0.47	0.4	0.55	-0.2	-0.76	0.06	0.35	0.36	0.17
2021	1	0.14	0.41	0.03	0.39	0.72	0.18	-0.11	-0.29	-0.08	-0.08	0.34	-0.2	0.6	0.75	0.47	-0.09	-0.54	-0.01	0.52	0.29	0.79	-0.73	-1.04	-0.58	0.45	0.59	-0.35
2021	2	0.2	0.27	0.17	0.3	0.41	0.22	0.1	-0.05	0.13	-0.16	0.08	-0.24	0.52	0.51	0.52	0.26	-0.2	0.34	0.03	-0.34	0.46	-0.19	-0.67	0.04	-0.63	-0.74	0.06
2021	3	0.01	0.34	-0.11	0.17	0.48	-0.04	-0.14	0.01	-0.17	-0.29	0	-0.38	0.39	0.55	0.24	-0.04	0.2	-0.08	-0.77	-1.04	-0.47	0.27	0.77	0.04	0.84	0.53	-0.47
2021	4	-0.02	0.12	-0.08	0.1	0.16	0.06	-0.14	0.05	-0.18	-0.26	-0.05	-0.32	0.27	0.2	0.32	-0.06	0.14	-0.09	0.02	0.04	0.01	-0.1	-0.41	0.04	0.16	0.26	0.64
2021	5	0.07	0.2	0.02	0.08	0.22	0	0.06	0.14	0.04	0.07	0.26	0.01	0.1	0.24	-0.01	0.04	-0.02	0.05	-0.13	0.17	-0.49	0.04	-0.56	0.32	-0.45	-0.43	0.38
2021	6	-0.02	0.22	-0.12	0.23	0.48	0.06	-0.27	-0.36	-0.25	-0.13	0.14	-0.2	0.41	0.57	0.26	-0.34	-0.76	-0.27	0.49	0.58	0.39	-1.15	-1.33	-1.07	1.38	1.21	-0.44
2021	7	0.19	0.52	0.06	0.26	0.51	0.11	0.12	0.54	0.03	0.14	0.34	0.09	0.34	0.58	0.13	0.08	0.58	0	0.32	0.36	0.28	0.06	0.49	-0.15	0.46	0.47	1.03
2021	8	0.17	0.49	0.04	0.26	0.49	0.11	0.08	0.49	0	0.07	0.36	-0.02	0.38	0.55	0.23	0.06	0.49	-0.01	0.82	1.06	0.55	-0.14	0.53	-0.45	0.31	0.26	0.26
2021	9	0.26	0.59	0.13	0.21	0.52	0.01	0.31	0.73	0.23	0.08	0.33	0.01	0.29	0.6	0.01	0.43	0.95	0.33	0.07	0.12	0.02	0.33	0.87	0.08	0.8	0.45	0.62
2021	10	0.34	0.68	0.21	0.4	0.75	0.18	0.28	0.52	0.23	0.28	0.59	0.19	0.47	0.79	0.18	0.27	0.48	0.24	0.6	0.73	0.45	0.16	0.97	-0.23	0.88	0.61	0.28
2021	11	0.06	0.3	-0.04	0.1	0.42	-0.1	0.01	0.03	0.01	0.1	0.42	0.01	0.09	0.41	-0.19	-0.03	-0.22	0.01	-0.45	-0.19	-0.74	-0.82	-0.79	-0.84	0.59	0.02	-0.19
2021	12	0.22	0.33	0.17	0.37	0.42	0.34	0.06	0.11	0.05	0.05	0.47	-0.08	0.53	0.41	0.64	0.08	-0.17	0.12	0.12	-0.17	0.46	-0.68	-0.51	-0.76	1.81	1.64	0.02
2022	1	0.06	0.21	0	0.14	0.3	0.04	-0.02	0.02	-0.03	-0.22	0	-0.28	0.33	0.37	0.28	0.08	0.03	0.09	0.75	0.94	0.52	-0.57	-0.49	-0.61	0.01	0.09	0.26
2022	2	0.04	0.13	0	0.04	0.12	-0.01	0.04	0.16	0.02	-0.23	-0.03	-0.28	0.15	0.14	0.15	0.21	0.35	0.19	-0.28	0.24	-0.88	0.45	0.85	0.26	0.05	0.16	-0.16
